date	APOSTILLA	C. C. VISADO	CANCELACION VISA	CENSO MIGRATORIO	DOCUMENTOS DE VIAJE	ESTADO CIVIL	LEGALIZACIONES	NATURALIZACION	NOTARIALES	SOLICITUD CANCELACION	SOLICITUD VISA	TRANSFERENCIA VISA	VISADO
20141023	964		38	239	106		433	7	303	38	399	33	375
20141024	865		41	210	53		267	10	260	41	335	41	325
20141025					70		112		177		14		14
20141026					58				123				
20141027	815		29	251	76		407	5	288	29	294	31	279
20141028	839		39	252	48		398	15	329	39	309	44	305
20141029	879		41	232	78		405	9	328	41	325	27	307
20141030	815		30	200	38		332	13	293	30	370	38	297
20141031	809		31	187	36		346	8	262	31	305	32	358
20141101					61		9		162		7		7
20141102					33				87				
20141103					25		284		49		26		26
20141104	708		54	287	56		424	11	326	54	352	38	341
20141105	1020		42	259	77		405	10	359	42	337	36	316
20141106	1057		44	215	89		416	5	363	44	395	36	349
20141107	1178		51	166	51		373	5	296	51	322	39	311
20141108					54		1		145		7		18
20141109					37		1		97				
20141110	949		55	274	68		388	6	280	55	379	39	345
20141111	859	1	63	203	30		437	10	294	63	347	37	310
20141112	840		45	277	55		340	12	288	45	334	40	303
20141113	953	1	26	244	47		417	12	296	26	362	37	347
20141114	808		53	249	48		409	11	280	53	334	30	293
20141115					60		37		148		5		5
20141116					41				74				
20141117	874		39	270	122		469	12	357	39	357	38	306
20141118	860		38	299	90		572	8	359	38	368	30	328
20141119	899		40	249	94		567	2	342	40	311	31	266
20141120	756		39	280	47		560	4	251	39	398	43	345
20141121	875		40	267	61		451	8	274	40	404	23	368
20141122					64		8		160		10		20
20141123					77				111				
20141124	801		56	232	95		448	6	321	56	323	28	278
20141125	900		34	266	59		470	7	344	34	368	42	329
20141126	845	1	33	291	100		653	7	334	33	353	37	327
20141127	949		39	302	7		704	8	193	39	328	30	282
20141128	735		36	257			471	10	170	36	354	31	286
20141129					36		57		153		10		29
20141130									4				
20141201	843		25	286	69		445	11	325	25	364	40	315
20141202	887		46	253	107		501	16	369	46	431	25	341
20141203	1035		35	237	105		477	17	351	35	378	36	333
20141204	773		37	239	66		527	9	305	37	375	30	303
20141205	733		50	174	60		393	8	294	50	332	18	290
20141206					124		24		208		15		15
20141207					34				133				
20141208	664		41	289	100		451	17	155	41	301	27	253
20141209	871	1	50	288	200		323	16	385	50	390	31	307
20141210	788		42	273	145		554	17	313	42	346	50	268
20141211	857		34	259	79		417	9	271	34	389	56	318
20141212	658		60	252	78		345	11	251	60	323	21	242
20141213					62		90		167				
20141214					30		6		101				
20141215	786		58	311	67		322	15	234	58	329	38	233
20141216	812		69	254	118		410	11	289	69	345	33	233
20141217	713		57	258	90		446	13	257	57	324	29	201
20141218	811		42	247	52		433	3	275	42	263	43	185
20141219	592		33	240	57		506	12	213	33	288	31	168
20141220	140		11	124	63		54	2	142	11	81	7	42
20141221							60						
20141222	728		50	306	91		469	12	269	50	311	27	184
20141223	709		29	232	125		508	6	283	29	330	30	150
20141224	434	1	12	108	68		298	4	99	12	198	12	52
20141225							54		5		11		11
20141226					61		245		90		34	1	34
20141227					37				34				
20141229	834		17	190	80		357	9	213	17	218	37	58
20141230	803		37	152	132		200	6	289	37	340	13	102
20150101							49						
20150102					27		2		63		15		15
20150103					37		1		48		6		6
20150104											9		9
20150105	864		31	169	130		397	10	276	31	200	14	204
20150106	940		30	205	131		334	12	197	30	270	24	289
20150107	1094		46	194	152		321	12	366	46	278	39	270
20150108	1132		43	234	124		413	9	305	43	312	35	294
20150109	1196		47	213	98		423	12	273	47	310	26	310
20150110	328		14	134	92		25	6	215	14	72	13	74
20150111					46				112				
20150112	1021		51	272	156		381	11	308	51	266	23	253
20150113	1218	1	40	238	157		444	8	421	40	355	41	354
20150114	1241		23	241	163		443	10	355	23	325	24	329
20150115	1149	1	45	212	94		629	15	286	45	310	14	310
20150116	1131		47	230	98		342	9	323	47	405	30	359
20150117					81				230				44
20150118					43				110				
20150119	985		46	206			306	21	196	46	317	29	301
20150120	958		42	235	172		448	14	396	42	322	38	320
20150121	1155		32	227	157		414	7	367	32	350	44	367
20150122	1012		34	221	119		400	10	259	34	342	35	354
20150123	1046	1	42	242	111		312	10	325	42	308	45	306
20150124					60		46		163		2		2
20150125					42				80				
20150126	1103	1	33	291	81		480	10	306	33	322	49	300
20150127	1049		41	255	19		407	5	210	41	396	35	410
20150128	1082		41	277	171		440	7	368	41	282	26	243
20150129	1016	1	22	209	114		361	6	322	22	340	55	388
20150130	1010		29	227	99		355	3	288	29	301	30	292
20150131					92		6		187				
20150201					26		2		61				
20150202	991		41	243	63		399	13	302	41	279	33	288
20150203	1149		45	243	174		468	13	427	45	360	38	347
20150204	1079		65	242	176		443	8	354	65	350	34	336
20150205	1149		39	219	158		322	6	308	39	310	41	321
20150206	1178		35	203	165		443	8	320	35	334	29	318
20150207					151		6		222		1		1
20150208					51				96				
20150209	1025	1	54	236	94		550	9	326	54	301	36	328
20150210	1179		26	266	205		493	4	385	26	393	44	378
20150211	1152	2	48	271	199		457	6	403	48	369	46	368
20150212	1294		37	252	158		412	8	306	37	407	48	400
20150213	1229	1	34	234	181		285	12	289	34	386	39	324
20150214					200				199				53
20150215					45		14		58		1		1
20150216							88		84		39		40
20150217					203		274		215		30		30
20150218	980		45	263	193		405	13	406	45	346	35	332
20150219	1040		47	250	161		476	17	307	47	381	41	377
20150220	1290		32	266	187		490	11	353	32	288	29	273
20150221	447		13	115	97		78	2	214	13	123	15	131
20150222					39				83				
20150223	1169		37	243	207		465	13	286	37	299	37	298
20150224	1144		51	248	275		480	5	370	51	345	56	325
20150225	1247	2	33	239	170		380	11	318	33	280	36	279
20150226	1097		34	233	164		396	5	330	34	309	47	310
20150227	1049		43	201	162		347	5	333	43	324	30	317
20150228	358		9	114	108		69	2	215	9	112	13	122
20150301					56				93		1		
20150302	1199		40	236	166		474	8	322	40	305	42	279
20150303	1088		36	235	203		531	8	404	36	347	63	360
20150304	1181		45	254	183		438	10	392	45	343	45	337
20150305	1426		36	239	74		323	12	346	36	392	37	387
20150306	1272		33	228	163		323	7	336	33	319	33	270
20150307					121				208				43
20150308					46				107				
20150309	1129		48	279	171		363	6	349	48	372	51	390
20150310	1237		48	253	193		262	7	386	48	398	49	373
20150311	1020	1	43	228	143		328	6	350	43	349	42	302
20150312	1258		18	254	114		320	3	322	18	367	39	399
20150313	1074	2	14	226	158		346	13	287	14	346	34	340
20150314					98				164		1		
20150315					12				80				
20150316	1197		53	272	157		340	18	324	53	391	48	387
20150317	1292		52	231	191		388	12	407	52	332	51	319
20150318	1196		21	212	188		442	9	360	21	385	51	371
20150319	1124		24	206	71		448	10	241	24	406	29	394
20150320	1078	1	62	219	141		336	11	269	62	420	55	412
20150321					143		1		223				
20150322					56		1		121				
20150323	1066		38	242	143		404	7	292	38	359	48	372
20150324	1061		32	238	164		350	7	395	32	453	47	438
20150325	1074		37	256	190		352	7	346	37	380	44	372
20150326	1158	2	25	230	142		387	10	312	25	430	33	400
20150327	1134		30	282	166		352	10	311	30	352	40	353
20150328					105		1		204				
20150329					58				120				
20150330	997		37	280	157		463	6	283	37	431	35	429
20150331	845	2	22	226	127		307	13	345	22	362	62	352
20150401	1176		42	234	161		369	4	316	42	343	63	330
20150402	1166		27	174	93		358	7	199	27	276	21	275
20150403					19		2		38		2		3
20150404					79				139				
20150405											2		2
20150406	1098		29	222	116		299	13	236	29	316	50	319
20150407	1070		30	255	197		345	13	370	30	343	46	346
20150408	1068		21	279	203		363	12	366	21	325	54	314
20150409	1026	2	19	219	115		258	9	345	19	310	35	313
20150410	1140		26	196	171		386	8	313	26	365	40	350
20150411					86				220		3		3
20150412					53		3		105				
20150413	948		39	252	145		354	5	313	39	323	38	316
20150414	1037		44	237	170		311	9	374	44	345	45	336
20150415	927		38	267	148		294	9	326	38	304	56	283
20150416	995		31	228	75		327	11	301	31	379	54	377
20150417	1002		23	213	117		260	4	333	23	294	46	268
20150418					83		2		184		2		2
20150419					53				107				
20150420	930		59	244	170		329	10	315	59	307	40	311
20150421	945	1	36	254	47		306	11	274	36	386	40	378
20150422	1055	1	26	263	86		208	5	324	26	311	41	306
20150423	1078	1	33	201	79		318	1	296	33	325	48	306
20150424	1007	1	23	246	137		314	7	274	23	376	41	386
20150425					108		6		184				
20150426					46		4		130				
20150427	1041		66	248	159		297	6	289	66	365	50	348
20150428	1061		44	251	167		342	7	350	44	363	49	368
20150429	1064		29	238	155		386	7	381	29	385	50	382
20150430	1083		23	252	84		373	7	301	23	363	28	394
20150501					13		2		41				
20150502					86		2		125				
20150503					53		1		103				
20150504	1030	1	24	212	147		401	10	343	24	363	35	371
20150505	1117		28	231	125		505	4	374	28	426	43	407
20150506	1125		42	250	124		475	6	336	42	384	50	389
20150507	997		31	218	100		362	12	307	31	366	42	365
20150508	1244	2	48	247	93		718	10	272	48	390	44	370
20150509					77		218		179				
20150511	1026		40	290	112		333	8	296	40	373	45	366
20150512	1008	2	58	280	125		585	5	356	58	411	54	407
20150513	1034	1	29	297	102		427	9	327	29	390	55	400
20150514	1105		39	228	71		361	5	317	39	418	48	407
20150515	1059		47	240	86		388	13	257	47	397	43	391
20150516					93		19		214				
20150517					52		6		105				
20150518	952		58	241	117		346	16	270	58	390	45	378
20150519	1002		33	256	170		454	3	372	33	422	60	429
20150520	969		47	249	112		447	5	355	47	400	46	397
20150521	1029		40	248	90		440	8	292	40	363	56	363
20150522	982		29	268	87		295	4	291	29	394	43	376
20150523					96				213		1		1
20150524					41				84				
20150525	857	1	31	294			272	6	157	31	341	62	337
20150526	1097		63	295	121		314	11	362	63	385	45	363
20150527	1034		76	298	136		411	10	338	76	331	43	331
20150528	962	1	33	273	81		372	4	352	33	359	57	342
20150529	939		19	261	76		269	5	314	19	369	23	355
20150530					93				183				
20150531					44				96				
20150601	847	1	54	267	130		295	5	316	54	354	48	343
20150602	966	1	44	245	164		362	8	411	44	329	48	326
20150603	1041		44	331	127		409	6	383	44	334	46	344
20150604	1020		52	263	77		295	2	271	52	384	37	375
20150605	1197		39	242	71		272	3	341	39	381	58	359
20150606					121		3		204		1		1
20150607					57				92				4
20150608	965		44	293	87		271	10	334	44	363	65	359
20150609	976		68	258	115		341	7	368	68	370	65	368
20150610	992		37	250	82		336	10	383	37	373	42	359
20150611	948	1	36	205	51		320	4	294	36	394	40	383
20150612	985		32	230	72		242	6	282	32	356	57	353
20150613					79				167				1
20150614					40		4		86		1		1
20150615	1020		50	320	128		305	7	383	50	287	44	277
20150616	952		72	278	97		319	13	423	72	364	32	346
20150617	1049	1	47	266	96		410	7	335	47	301	53	303
20150618	927		26	275	51		333	7	409	26	342	64	354
20150619	1027		45	241	61		215	7	351	45	318	48	318
20150620					89				197				
20150621					55				87				
20150622	907		68	276	83		255	11	314	68	346	39	342
20150623	1034		45	216	139		290	10	461	45	306	44	294
20150624	1188		58	290	107		474	9	321	58	352	44	342
20150625	817		38	229	87		472	4	330	38	337	39	323
20150626	1035		41	236	78		429	19	323	41	402	39	381
20150627					87		20		246				
20150628					51		4		118				
20150629	1055		56	308	97		386	6	313	56	407	45	389
20150630	1045	1	48	252	104		312	7	389	48	412	41	407
20150701	1097	1	50	298	119		320	4	378	50	272	39	242
20150702	1126		59	259	56		399	10	350	59	327	36	319
20150703	1205		73	249	20		275	5	230	73	355	37	333
20150704									37		1		3
20150705					35				64				
20150706	367		34	114	91		156	2	333	34	193	12	182
20150707	617		19	118	117		219	3	404	19	128	21	125
20150708	1100	1	59	265	105		402	2	358	59	386	52	308
20150709	1266	2	55	253	73		412	4	348	55	362	51	341
20150710	1329		34	265	70		314	6	294	34	363	46	348
20150711	333		17	88	60		47		194	17	85	11	97
20150712					48				76				2
20150713	1135		50	276	95		256	5	325	50	367	41	354
20150714	1208	1	51	275	82		507	5	348	51	392	58	366
20150715	994		58	276	121		436	13	395	58	397	47	359
20150716	1135		41	304	59		288	11	312	41	400	50	398
20150717	1213		38	223	77		421	11	281	38	416	41	404
20150718					96		4		125				1
20150719					44		1		78				
20150720	1084		55	281	82		442	8	330	55	398	42	388
20150721	1107	2	46	290	96		296	6	359	46	358	47	369
20150722	1094		31	288	91		335	16	319	31	376	42	380
20150723	1168	1	43	275	72		358	10	325	43	325	44	328
20150724	1022		31	273	63		229	9	272	31	308	48	299
20150725					95				211		2		1
20150726					47		1		83				
20150727	1093	1	43	300	124		488	22	318	43	341	39	317
20150728	1105	1	29	237	101		307	16	359	29	344	53	341
20150729	1196		21	222	86		330	14	341	22	297	37	287
20150730	1082	1	52	235	68		362	8	321	52	325	40	320
20150731	1171		30	225	60		287	2	252	30	297	36	286
20150801					89				154				
20150803	1153	1	35	261	75		325	5	356	35	295	42	253
20150804	1238		37	281	101		434	7	403	37	371	52	369
20150805	1119		34	223	89		339	6	364	34	365	46	355
20150806	1374		39	236	63		336	6	327	39	369	32	379
20150807	1489		48	246	35		302	5	295	48	313	60	311
20150808					49				178				
20150810							47		2		61		43
20150811	1252		46	276	214		576	1	599	46	351	40	336
20150812	1486		44	327	109		318	6	324	44	418	51	418
20150813	959		22	216	77		283	2	326	22	347	29	329
20150814	1093	1	31	233	67		210	6	289	31	377	49	331
20150815					109				150				
20150816					53		6		88				
20150817	1223	1	67	307	102		355	6	319	67	387	53	365
20150818	1163		41	394	97		334	3	464	41	394	48	371
20150819	1028		32	304	94		330	6	348	32	402	40	415
20150820	1176		29	252	54		388	3	316	29	345	43	382
20150821	1152	1	30	314	60		410	6	328	30	377	44	344
20150822					90				172		26		
20150823					56				90				
20150824	1146		29	286	78		258	9	257	29	350	32	321
20150825	1194		42	310	124		301	15	370	42	365	49	354
20150826	1118		30	285	99		287	13	308	30	415	28	422
20150827	1134	1	33	222	49		281	6	332	33	455	35	414
20150828	1312		34	244	60		261	5	277	34	388	41	342
20150829					81				177		9		
20150830					164		1		83				
20150831	997		35	243	74		312	11	274	35	399	40	340
20150901	1126	1	27	287	92		234	8	311	27	375	49	296
20150902	1209	1	31	296	67		343	1	334	31	381	48	351
20150903	1379		33	257	56		316	5	306	33	333	52	293
20150904	1231		33	287	75		279	4	280	33	362	43	358
20150905					68		4		187		1		1
20150906					45				82		13		18
20150907	1168		33	283			280	7	131	33	411	38	401
20150908	1337	1	43	253	88		277	1	343	43	418	44	383
20150909	1316	1	37	282	75		326	4	301	37	396	54	414
20150910	1289		35	279	78		249	5	360	35	406	49	397
20150911	1197		26	281	52		322	5	264	26	401	40	395
20150912					91				166		1		7
20150913					51				100		17		
20150914	1145		32	251	89		424		307	32	342	38	301
20150915	1163		34	265	116		260	5	316	34	386	45	359
20150916	1250		35	281	85		251	3	311	35	391	39	332
20150917	1364		24	219	63		492	3	305	24	328	37	329
20150918	1295		26	240	60		236	3	258	26	338	49	318
20150919					75				130		5		2
20150920					47				109		1		
20150921	1288	1	49	254	88		263	10	291	49	347	50	311
20150922	1108	1	23	265	65		310	7	299	23	367	62	360
20150923	1184		27	224	82		332	8	258	27	371	46	361
20150924	1312	2	32	296	52		368	7	335	32	395	37	310
20150925	1274		30	273	24		281	5	295	30	302	42	275
20150926									40				
20150927					59		3		78				
20150928	1379	1	50	270	81		399	4	343	50	261	43	276
20150929	1264		27	222	118		345	5	391	27	354	54	321
20150930	1086		18	234	117		244	8	421	18	352	51	355
20151001	1212		22	282	79		332	2	288	22	293	50	252
20151002	1106	1	38	248	55		308	1	325	38	319	60	288
20151003					101		1		208				
20151004					41				79				
20151005	1121	2	38	328	80		286	5	313	38	321	59	269
20151006	1141	1	33	284	99		295	11	323	33	335	44	306
20151007	1067		44	240	71		292	2	322	44	383	49	314
20151008	1338	1	32	192	34		372	8	272	32	413	55	399
20151009					36		71		112		45		33
20151010					77		23		151		2		9
20151011					33				71				
20151012	1115	1	30	270	7		231	3	82	30	370	50	322
20151013	1074	1	33	216	105		364	5	401	33	379	48	353
20151014	1110		37	272	100		374	6	319	37	339	62	321
20151015	1081		28	235	36		320	5	275	28	331	36	305
20151016	1162	1	25	236	59		272	5	283	25	357	51	344
20151017					69				171		1		1
20151018					51		6		79				
20151019	1021	2	26	255	84		322	2	339	26	369	41	328
20151020	1120		32	231	83		360	4	315	32	482	55	447
20151021	995		30	253	105		315	12	347	30	364	35	300
20151022	969		38	249	43		339	13	292	38	333	48	284
20151023	1034		50	211	49		293	2	284	50	341	59	351
20151024					74				153				
20151025					51				108				
20151026	968		52	275	89		274	5	336	52	356	61	305
20151027	959		58	263	102		352	4	339	58	383	53	328
20151028	931		47	262	141		448	8	409	47	424	45	369
20151029	991		29	265	60		634	14	314	29	311	46	284
20151030	936	2	31	235	58		321	8	265	31	325	42	275
20151031					73				152				
20151101					43				70				
20151102					29		90		32		17		11
20151103					67		47		109		18		16
20151104	831	1	29	255	69		276	1	310	29	349	50	325
20151105	921		29	201	104		286	4	265	29	291	32	246
20151106	1296	3	33	262	43		339	3	316	33	416	40	371
20151107					93				173		2		2
20151108					44				80				
20151109	992		40	315	89		356	9	299	40	337	53	287
20151110	1129		37	250	119		321	4	381	37	405	45	326
20151111	209		17	101	1		120	2	167	17	88	25	60
20151112	1407		57	299	79		522	8	384	57	402	50	397
20151113	1036		45	263	51		267	6	298	45	384	52	320
20151114					83				165				
20151115					64				97				
20151116	970		42	315	76		294	4	283	42	406	46	252
20151117	838		60	281	120		287	4	329	60	382	51	289
20151118	900		42	214	87		300	2	322	42	373	52	308
20151119	916		36	259	80		369	6	300	36	371	48	315
20151120	906		36	266	62		308	4	241	36	413	56	283
20151121					76				187			2	
20151122					51		7		136				
20151123	787		58	295	53		277	9	290	58	392	40	268
20151124	927		24	271	72		220	7	330	24	345	51	316
20151125	842		21	235	96		305	7	320	21	311	46	231
20151126	793		23	202			281	9	200	23	385	48	280
20151127	887		37	223			241	6	154	37	298	47	221
20151128					35				111				
20151129							1		8				1
20151130	832		32	219	83		295	5	324	32	372	47	266
20151201	926		37	226	140		188	3	380	37	325	53	233
20151202	867	1	45	287	134		353	5	358	45	334	53	273
20151203	903		45	248	48		339	2	239	45	425	55	251
20151204	788		34	224	45		376	4	273	34	402	46	338
20151205					87		6		185				
20151206					58		2		106				
20151207	787		37	254	57		337	3	250	37	553	63	428
20151208	761		40	255	60		274	2	181	40	537	59	364
20151209	768		32	263	94		287	14	293	32	755	43	589
20151210	825		46	282	42		418	4	285	46	536	76	340
20151211	700	1	21	254	29		333	3	194	21	750	51	383
20151212					53		5		143			1	
20151213					47		4		90				
20151214	823		34	235	87		270	9	347	34	691	55	586
20151215	717		44	250	104		287	4	339	44	667	77	310
20151216	795		42	240	69		343	3	267	42	586	64	242
20151217	727		35	215	61		259	4	270	35	642	62	724
20151218	668		24	201	47		424	4	239	24	325	60	229
20151219					84		1		177		1		2
20151220					40		5		66				
20151221	710	1	49	240	48		232	4	261	49	629	63	240
20151222	760	2	34	201	74		277	2	263	34	545	59	117
20151223	630		44	203	49		271	3	202	44	522	43	117
20151224	348		22	130	17		219	3	87	22	308	24	55
20151226					23				28				
20151227					19		22		43				
20151228	862	1	35	221	68		345	4	225	35	903	32	332
20151229	820		77	229	69		289	6	314	77	1047	58	132
20151230	637		134	261	59		215	2	169	134	342	52	38
20160102					10				1				
20160103							1		4				
20160104	553			160	45		192	2	253		136	16	85
20160105	863			171	95		252	6	322		225	45	174
20160106	749			198	78		226	7	186		258	59	213
20160107	899	1		274	61		238	3	293		328	32	305
20160108	834			190	44		246	5	316		294	45	280
20160109					90				189				
20160110					48		3		82				
20160111	808			378	69		311	7	338		296	50	300
20160112	927			268	80		199	4	375		313	34	324
20160113	873			332	105		232	2	420		335	44	326
20160114	914	2		224	51		259	5	391		254	34	266
20160115	1009			265	43		276	6	275		280	45	269
20160116					78				196		2		2
20160117					62				95				
20160118	934			247			396	5	218		258	34	229
20160119	903			273	105		220	6	459		287	55	281
20160120	881			263	101		348	3	390		281	56	232
20160121	893			207	62		343	2	323		266	45	266
20160122	972			240	65		226	4	339		252	50	221
20160123							2		66				
20160124									9				
20160125	815			212	79		284	4	395		270	51	232
20160126	930			263	104		291	7	356		277	35	264
20160127	929			234	60		305	2	439		248	59	232
20160128	888			193	60		209	2	369		259	48	259
20160129	801			199	69		288	4	365		235	57	200
20160130					167		3		262				
20160131					2				81				
20160201	1011	1		244	62		310	6	325		269	37	241
20160202	931			230	118		350	3	423		266	53	244
20160203	993			205	96		323	3	440		293	55	290
20160204	1010			219	42		246	9	390		245	49	242
20160205	1128			216	41		268	3	357		277	38	299
20160206					74				235				
20160207					41				106				13
20160208					30		58		239		11		14
20160209					63		27		248		22		25
20160210	1140	1		243	62		305	2	376		253	59	252
20160211	1141			222	42		325	2	378		304	58	312
20160212	1068			196	68		227	4	342		233	53	213
20160213	280			90	51		45	5	183		71	13	73
20160214					30				68				
20160215	937			201	3		281	1	252		233	53	216
20160216	1035			228	92		348	9	479		262	38	246
20160217	1071			203	71		362	2	366		230	39	237
20160218	1204			193	60		271	3	327		255	44	291
20160219	949			177	63		300	4	371		253	54	262
20160220	283			100	44		40	2	204		75	21	76
20160221					43				72		2		
20160222	1039			232	86		309	5	383		237	47	215
20160223	1081			193	87		354	9	430		263	53	242
20160224	1160			219	113		383	8	521		276	43	275
20160225	1061			174	60		317	4	412		229	40	230
20160226	935			178	48		259	2	325		250	46	248
20160227					93		1		180				
20160228					42				92				
20160229	1000	1		209	57		272	3	407		231	41	214
20160301	1044	1		212	57		281	5	429		271	49	265
20160302	1126			180	63		354	1	418		255	56	246
20160303	1165			198	32		310	4	402		224	42	240
20160304	1059			184	46		277	5	338		241	46	257
20160305					64				218				
20160306					38		1		80				
20160307	1038			201	64		303	7	390		225	44	241
20160308	1133			192	77		292	5	433		187	46	192
20160309	938			256	69		202	5	424		227	44	239
20160310	1045			192	46		361	2	348		250	48	240
20160311	1102			196	48		223	2	336		200	79	219
20160312					69				204				
20160313					38				71				
20160314	983			167	81		260	3	444		226	58	222
20160315	890			197	79		226	5	415		225	40	248
20160316	982			163	62		319	6	434		214	57	202
20160317	1049			166	43		267	2	434		213	35	218
20160318	1102			158	40		228	2	440		210	49	230
20160319					65				172		1		1
20160320					41		1		60				
20160321	1049			208	88		278	7	391		223	50	250
20160322	1179			175	51		311	4	408		199	49	214
20160323	1050			177	50		358	7	372		233	33	266
20160324	816			149	39		302	5	225		179	37	168
20160325									1		1		
20160326					64				142				
20160327									2				
20160328	939			192	105		268	6	302		256	45	232
20160329	1009	1		184	70		311	3	406		219	43	238
20160330	953			147	76		217	6	330		195	52	203
20160331	679			153	41		232	7	297		150	37	165
20160401	1067			183	52		178	4	328		250	45	239
20160402					45				158				
20160403					34				77				
20160404	979			182	86		180	4	405		214	36	230
20160405	961			168	55		222	7	464		248	48	237
20160406	985			204	31		306	6	365		251	30	245
20160407	979			180	42		229	4	366		237	33	236
20160408	889			130	24		221	4	256		234	42	221
20160409					22				200				
20160410					39		14		65				
20160411	1015			229	46		365	2	363		228	61	230
20160412	918			159	54		274	2	404		226	38	221
20160413	986	1		202	46		319	1	393		236	57	243
20160414	974			234	34		259	3	376		239	52	243
20160415	1001			203	36		259	4	306		277	41	279
20160416	4				56				213		1		1
20160417					31				67		2		2
20160418	817			164	75		177	2	317		206	42	197
20160419	832			171	60		241	3	342		201	46	187
20160420	775			163	47		196	6	319		207	47	195
20160421	688			148	28		257	4	246		236	41	213
20160422	783	2		146	35		166	4	310		180	26	181
20160423					13				144				3
20160424	10						10		24		1		1
20160425	831			185	54		253	3	292		255	50	256
20160426	952	2		193	87		442	2	451		226	39	226
20160427	899			203	48		212	3	346		237	47	237
20160428	787			190	34		261	4	354		224	43	234
20160429	781			127	30		286	8	315		198	33	188
20160430					43		12		131				
20160501							1		38		4		
20160502	865			192	49		231	1	292		257	54	253
20160503	925			173	58		239	4	452		252	32	260
20160504	948		1	164	49		411	7	336	1	245	37	257
20160505	995			158	31		248	2	306		254	27	233
20160506	953	1		224	23		323	4	344		252	57	232
20160507					95		4		86				
20160508							40		4				
20160509	931			220	40		227	5	347		240	40	231
20160510	991			215	48		175	3	440		317	45	311
20160511	1074	1		195	59		288	5	378		270	40	254
20160512	1099	1		191	40		312	3	328		257	24	257
20160513	1042			188	48		229	2	308		239	38	208
20160514					57				177				
20160515					55				47		2		
20160516	953			194	46		281	1	284		249	58	225
20160517	993			162	76		182	3	406		244	59	292
20160518	776	1		158	74		264	3	389		255	25	240
20160519	1057			165	45		247	7	353		258	50	248
20160520	996			166	28		269	6	323		226	40	224
20160521					76				229				
20160522					29		1		69				
20160523	959			171	51		218	5	375		238	25	234
20160524	1027			180	68		267	5	391		269	54	268
20160525	1007			208	74		286	8	349		274	51	291
20160526	1203	1		162	32		230	5	400		281	44	272
20160527					8		39		65		16		14
20160528					64				130				
20160529					33				64				
20160530	984			186	3		221	2	227		259	41	248
20160531	935			169	70		268	1	432		263	32	257
20160601	1033			155	73		224	4	428		278	36	280
20160602	967			191	60		250	5	273		298	31	277
20160603	1025			160	69		214	5	377		260	30	270
20160604					66		1		193				
20160605					37				67		2		
20160606	968			187	68		221	3	385		225	29	209
20160607	1064			205	81		253	5	389		244	48	244
20160608	1094			167	55		250	8	401		307	50	304
20160609	997			229	30		170	1	359		254	51	231
20160610	917			168	18		164	6	362		279	38	280
20160611					71				170				
20160612					36		6		69		1		7
20160613	993			209	56		242	3	407		252	48	263
20160614	994	1		181	53		228	4	415		288	45	300
20160615	1091			190	69		226	5	413		269	39	275
20160616	1027			177	44		275	3	400		238	29	252
20160617	857			152	25		237	1	351		223	49	202
20160618					30				193				
20160619					51		4		70				
20160620	1013			211	27		301	4	334		238	35	258
20160621	984	2		202	60		268	1	435		261	48	255
20160622	978	1		224	66		192	3	394		253	38	247
20160623	919			177	48		346	4	330		243	29	232
20160624	1024			175	28		211	7	287		261	30	258
20160625					57				212				
20160626					29				62				
20160627	1012			196	30		179	10	390		227	49	223
20160628	1013			157	58		318	5	450		244	47	246
20160629	1082			208	71		300	3	389		249	46	260
20160630	870	1		146	43		293	8	341		220	46	217
20160701	993	1		206	24		233	6	319		204	39	209
20160702					55				192		2		4
20160704	1052			216			201	3	215		240	49	235
20160705	1307			214	67		267	3	455		265	39	266
20160706	969			214	72		291	4	393		233	33	243
20160707	1127			179	50		322	5	383		289	43	271
20160708	1046			169	33		228	2	340		262	45	245
20160709					66				180				
20160710					42				86				
20160711	992	1		235	53		222	5	411		266	55	256
20160712	1064			196	48		204	3	446		270	38	296
20160713	1105			198	59		251	2	392		237	33	249
20160714	950			201	51		202	4	370		249	43	254
20160715	1112			195	34		238	7	321		217	44	215
20160716					61		4		201				
20160717					33				66				
20160718	1050			218	44		287	4	404		236	27	243
20160719	1043	1		195	52		181	3	435		270	27	303
20160720	985	1		200	71		284	6	407		273	46	244
20160721	1070			186	45		226	11	388		272	54	270
20160722	1108			168	41		231	7	332		257	30	218
20160723					47				200				
20160724					40		2		89				
20160725	701			177	58		147		363		182	29	235
20160726	1144			209	49		300	9	406		272	30	261
20160727	1058			194	58		308	6	391		272	25	274
20160728	1206			181	40		241	6	322		265	35	284
20160729	1124			172	49		196	4	353		261	37	266
20160730					37				173		2		1
20160731					27				74				
20160801	1100	1		194	49		213	7	387		263	34	236
20160802	1126			184	56		242	7	403		290	23	270
20160803	1113	2		234	65		236	4	371		296	40	286
20160804	1069	1		201	44		338	2	340		231	35	222
20160805	1072			159	26		224	3	341		225	37	207
20160806					52				187				
20160807									2				
20160808	1041			217	57		214	3	406		256	40	262
20160809	1196			205	60		278	6	426		241	33	267
20160810	1099			195	63		230	1	358		244	33	192
20160811	1206			181	50		302	7	340		308	17	322
20160812					9		5		82		4		7
20160813									59				
20160814							6				2		
20160815	1013	1		249	39		191	2	238		261	26	260
20160816	1301			212	49		218	4	498		315	29	274
20160817	1238			187	82		359	3	447		318	31	318
